ind,pop,continent,country,latitude,longitude,sample_size,contributor,data_set,type,samples_size
HGDP00688,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00689,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00690,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00691,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00694,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00696,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00697,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00698,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00699,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00700,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00722,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00724,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00725,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00726,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00727,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00729,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00730,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00731,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00732,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00733,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00734,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00735,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00736,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00737,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00739,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00740,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00741,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00745,Palestinian,WestEurasia,Israel(Central),32,35,45,Patterson et al. 2012,HOG,array,0
HGDP00702,Piapoco,America,Colombia,3,-68,5,Patterson et al. 2012,HOG,array,0
HGDP00704,Piapoco,America,Colombia,3,-68,5,Patterson et al. 2012,HOG,array,0
HGDP00706,Piapoco,America,Colombia,3,-68,5,Patterson et al. 2012,HOG,array,0
HGDP00970,Piapoco,America,Colombia,3,-68,5,Patterson et al. 2012,HOG,array,0
HGDP00713,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00714,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00715,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00716,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00717,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00719,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00720,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00721,Cambodian,EastAsia,Cambodia,12,105,10,Patterson et al. 2012,HOG,array,0
HGDP00747,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00748,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00749,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00750,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00751,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00752,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00753,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00754,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00755,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00756,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00757,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00758,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00759,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00760,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00761,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00762,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00763,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00764,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00765,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00766,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00767,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00768,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00769,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00771,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00772,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00773,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00790,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00791,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00828,Japanese,EastAsia,Japan,38,138,29,Patterson et al. 2012,HOG,array,0
HGDP00774,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00775,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00776,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00777,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00779,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00780,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00781,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00782,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00783,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00784,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00785,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00786,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00811,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00812,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00813,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00814,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00815,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00817,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00818,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00819,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00820,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00821,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00822,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00971,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00972,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00973,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00974,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00975,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00976,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00977,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP01021,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP01023,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP01024,Han,EastAsia,China,32.3,114,35,Patterson et al. 2012,HOG,array,0
HGDP00794,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00796,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00797,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00798,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00799,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00800,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00802,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00803,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00805,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00806,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00807,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00808,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00810,Orcadian,WestEurasia,OrkneyIslands,59,-3,13,Patterson et al. 2012,HOG,array,0
HGDP00832,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00837,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00838,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00843,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00845,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00846,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00849,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00852,Surui,America,Brazil,-11,-62,8,Patterson et al. 2012,HOG,array,0
HGDP00854,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00855,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00856,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00857,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00858,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00859,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00861,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00862,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00863,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00864,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00865,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00868,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00869,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00870,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00872,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00873,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00875,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00877,Mayan,America,Mexico,19,-91,21,Patterson et al. 2012,HOG,array,0
HGDP00879,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00880,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00882,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00883,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00884,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00887,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00888,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00889,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00890,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00891,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00892,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00893,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00894,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00895,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00896,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00897,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00898,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00899,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00900,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00901,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00902,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00903,Russian,WestEurasia,Russia,61,40,23,Patterson et al. 2012,HOG,array,0
HGDP00904,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00905,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00906,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00907,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00908,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00909,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00910,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00912,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00913,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00915,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00917,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01199,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01200,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01202,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01283,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01284,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP01286,Mandenka,Africa,Senegal,12,-12,22,Patterson et al. 2012,HOG,array,0
HGDP00920,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00924,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00925,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00926,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00928,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00929,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00930,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00931,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00932,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00933,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00934,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00935,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00936,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00937,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00938,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00939,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00940,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00941,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00942,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00943,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00944,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18501,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18504,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18505,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18507,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18508,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18516,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18517,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18522,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18852,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18853,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18855,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18856,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18858,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18859,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18861,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18862,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18870,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA18871,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19093,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19098,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19099,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19101,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19102,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19116,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19119,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19127,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19128,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19130,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19131,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19137,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19138,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19141,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19143,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19144,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19159,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19160,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19171,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19193,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19201,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19203,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19204,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19206,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19207,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19209,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19210,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19222,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19223,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19238,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
NA19239,Yoruba,Africa,Nigeria,7.4,3.9,108,Coriell Cell Repositories,HOG,array,0
HGDP00945,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00946,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00947,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00948,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00950,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00951,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00952,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00954,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00955,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00956,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00958,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00960,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00961,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00962,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00963,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00964,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00965,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00966,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00967,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00968,Yakut,CentralAsiaSiberia,Russia,63,129.5,25,Patterson et al. 2012,HOG,array,0
HGDP00987,Ju_hoan_North,Africa,Namibia,-18.9,21.5,24,Patterson et al. 2012,HOG,array,0
HGDP00991,Ju_hoan_North,Africa,Namibia,-18.9,21.5,24,Patterson et al. 2012,HOG,array,0
HGDP00992,Ju_hoan_North,Africa,Namibia,-18.9,21.5,24,Patterson et al. 2012,HOG,array,0
HGDP01032,Ju_hoan_North,Africa,Namibia,-18.9,21.5,24,Patterson et al. 2012,HOG,array,0
HGDP01036,Ju_hoan_North,Africa,Namibia,-18.9,21.5,24,Patterson et al. 2012,HOG,array,0
HGDP00993,Bantu_SA_Pedi,Africa,SouthAfrica,-29,30,1,Patterson et al. 2012,HOG,array,0
HGDP00994,Bantu_SA_S_Sotho,Africa,Lesotho,-29,29,1,Patterson et al. 2012,HOG,array,0
HGDP00995,Karitiana,America,Brazil,-10,-63,14,Patterson et al. 2012,HOG,array,0
HGDP00999,Karitiana,America,Brazil,-10,-63,14,Patterson et al. 2012,HOG,array,0
HGDP01001,Karitiana,America,Brazil,-10,-63,14,Patterson et al. 2012,HOG,array,0
HGDP01003,Karitiana,America,Brazil,-10,-63,14,Patterson et al. 2012,HOG,array,0
